EN,EM,Description,Composition strategy,Attribute
domestic worry,🏠🏛️👮‍♀️📈🇸🇬,"[':house:', ':classical_building:', ':woman_police_officer:', ':chart_increasing:', ':Singapore:']",Metaphorical,DOMESTICITY
domestic worry,🏠🥺,"[':house:', ':pleading_face:']",Direct,DOMESTICITY
domestic worry,🏠😖,"[':house:', ':confounded_face:']",Direct,DOMESTICITY
domestic worry,🏡🥺😟,"[':house_with_garden:', ':pleading_face:', ':worried_face:']",Direct,DOMESTICITY
domestic worry,🏠😟,"[':house:', ':worried_face:']",Direct,DOMESTICITY
domestic worry,👧😟😰,"[':girl:', ':worried_face:', ':anxious_face_with_sweat:']",Metaphorical,DOMESTICITY
domestic worry,😟🏚️💸🥣👶,"[':worried_face:', ':derelict_house:', ':money_with_wings:', ':bowl_with_spoon:', ':baby:']",Metaphorical,DOMESTICITY
domestic worry,🏠🙍‍♀️,"[':house:', ':woman_frowning:']",Direct,DOMESTICITY
domestic happiness,🏡🫂😊🏡,"[':house_with_garden:', ':people_hugging:', ':smiling_face_with_smiling_eyes:', ':house_with_garden:']",Direct,DOMESTICITY
domestic happiness,🏠😄,"[':house:', ':grinning_face_with_smiling_eyes:']",Direct,DOMESTICITY
domestic happiness,🏠🥰,"[':house:', ':smiling_face_with_hearts:']",Direct,DOMESTICITY
domestic happiness,🏡🥰👪👩‍👩‍👦👨‍👨‍👦👨‍👧👩‍👦,"[':house_with_garden:', ':smiling_face_with_hearts:', ':family:', ':family_woman_woman_boy:', ':family_man_man_boy:', ':family_man_girl:', ':family_woman_boy:']",Direct,DOMESTICITY
domestic happiness,🏠😃,"[':house:', ':grinning_face_with_big_eyes:']",Direct,DOMESTICITY
domestic happiness,👧😁😂,"[':girl:', ':beaming_face_with_smiling_eyes:', ':face_with_tears_of_joy:']",Semantic list,DOMESTICITY
domestic happiness,🏡🥰🍼👶💰,"[':house_with_garden:', ':smiling_face_with_hearts:', ':baby_bottle:', ':baby:', ':money_bag:']",Metaphorical,DOMESTICITY
domestic happiness,😀😃😄,"[':grinning_face:', ':grinning_face_with_big_eyes:', ':grinning_face_with_smiling_eyes:']",Semantic list,DOMESTICITY
domestic chore,🧹🍳🪠🛒🏠,"[':broom:', ':cooking:', ':plunger:', ':shopping_cart:', ':house:']",Metaphorical,DOMESTICITY
domestic chore,🏠⌨️,"[':house:', ':keyboard:']",Metaphorical,DOMESTICITY
domestic chore,🏠🧹,"[':house:', ':broom:']",Direct,DOMESTICITY
domestic chore,🧹🧼🧴😷,"[':broom:', ':soap:', ':lotion_bottle:', ':face_with_medical_mask:']",Semantic list,DOMESTICITY
domestic chore,🏠🧹,"[':house:', ':broom:']",Direct,DOMESTICITY
domestic chore,😤🧹🧽🗑️,"[':face_with_steam_from_nose:', ':broom:', ':sponge:', ':wastebasket:']",Metaphorical,DOMESTICITY
domestic chore,🏠😭🧹🗑️🧽🍽️🍽️,"[':house:', ':loudly_crying_face:', ':broom:', ':wastebasket:', ':sponge:', ':fork_and_knife_with_plate:', ':fork_and_knife_with_plate:']",Metaphorical,DOMESTICITY
domestic chore,🏠🧹,"[':house:', ':broom:']",Direct,DOMESTICITY
domestic animal,🏠🐄🐐🦮🐔🏠,"[':house:', ':cow:', ':goat:', ':guide_dog:', ':chicken:', ':house:']",Semantic list,TAMENESS
domestic animal,🏠🐕,"[':house:', ':dog:']",Direct,TAMENESS
domestic animal,🏠🐶🐱🐰🐹🐭,"[':house:', ':dog_face:', ':cat_face:', ':rabbit_face:', ':hamster:', ':mouse_face:']",Semantic list,TAMENESS
domestic animal,😺🐶,"[':grinning_cat:', ':dog_face:']",Semantic list,TAMENESS
domestic animal,🏠🐶🐱,"[':house:', ':dog_face:', ':cat_face:']",Semantic list,TAMENESS
domestic animal,🐶🐱🐰,"[':dog_face:', ':cat_face:', ':rabbit_face:']",Semantic list,TAMENESS
domestic animal,🏠🐶🐱😍,"[':house:', ':dog_face:', ':cat_face:', ':smiling_face_with_heart-eyes:']",Semantic list,TAMENESS
domestic animal,🏠🦮,"[':house:', ':guide_dog:']",Metaphorical,TAMENESS
ineffectual ruler,🤴👑📉👎,"[':prince:', ':crown:', ':chart_decreasing:', ':thumbs_down:']",Metaphorical,POTENCY
ineffectual ruler,👎📏,"[':thumbs_down:', ':straight_ruler:']",Direct,POTENCY
ineffectual ruler,👎🤴👸,"[':thumbs_down:', ':prince:', ':princess:']",Direct,POTENCY
ineffectual ruler,🧑‍💻👩‍💻👨‍💻👎👎,"[':technologist:', ':woman_technologist:', ':man_technologist:', ':thumbs_down:', ':thumbs_down:']",Direct,POTENCY
ineffectual ruler,❌🤴,"[':cross_mark:', ':prince:']",Direct,POTENCY
ineffectual ruler,😡👮,"[':pouting_face:', ':police_officer:']",Metaphorical,POTENCY
ineffectual ruler,🏰👑👎👎👎👬👭😡,"[':castle:', ':crown:', ':thumbs_down:', ':thumbs_down:', ':thumbs_down:', ':men_holding_hands:', ':women_holding_hands:', ':pouting_face:']",Metaphorical,POTENCY
ineffectual ruler,👑🙅,"[':crown:', ':person_gesturing_NO:']",Direct,POTENCY
ineffectual therapy,👂🧏‍♀️👎😒,"[':ear:', ':deaf_woman:', ':thumbs_down:', ':unamused_face:']",Metaphorical,UTILITY
ineffectual therapy,👎💆,"[':thumbs_down:', ':person_getting_massage:']",Direct,UTILITY
ineffectual therapy,👎🏥,"[':thumbs_down:', ':hospital:']",Direct,UTILITY
ineffectual therapy,🧑👂❌❌,"[':person:', ':ear:', ':cross_mark:', ':cross_mark:']",Metaphorical,UTILITY
ineffectual therapy,❌💆‍♂️👨‍⚕️,"[':cross_mark:', ':man_getting_massage:', ':man_health_worker:']",Direct,UTILITY
ineffectual therapy,🗒️❌💀,"[':spiral_notepad:', ':cross_mark:', ':skull:']",Direct,UTILITY
ineffectual therapy,👨‍⚕️🗣️🧠👎☹️,"[':man_health_worker:', ':speaking_head:', ':brain:', ':thumbs_down:', ':frowning_face:']",Metaphorical,UTILITY
ineffectual therapy,💊🙅‍♀️,"[':pill:', ':woman_gesturing_NO:']",Direct,UTILITY
intelligent question,🧠🤔,"[':brain:', ':thinking_face:']",Metaphorical,INTELLIGENCE
intelligent question,🧠❓💬,"[':brain:', ':red_question_mark:', ':speech_balloon:']",Direct,INTELLIGENCE
intelligent question,🙋🧠💭🧑‍🎓,"[':person_raising_hand:', ':brain:', ':thought_balloon:', ':student:']",Metaphorical,INTELLIGENCE
intelligent question,👨‍🎓❓️,"[':man_student:', ':red_question_mark:', '']",Direct,INTELLIGENCE
intelligent question,💡🗣❓,"[':light_bulb:', ':speaking_head:', ':red_question_mark:']",Direct,INTELLIGENCE
intelligent question,🤔🤓❓,"[':thinking_face:', ':nerd_face:', ':red_question_mark:']",Direct,INTELLIGENCE
intelligent question,🧑‍🎓🧠❓,"[':student:', ':brain:', ':red_question_mark:']",Direct,INTELLIGENCE
intelligent question,🧐❓,"[':face_with_monocle:', ':red_question_mark:']",Direct,INTELLIGENCE
intelligent life,👍👨‍🏫,"[':thumbs_up:', ':man_teacher:']",Metaphorical,INTELLIGENCE
intelligent life,🧍🧍‍♀️🧍‍♂️,"[':person_standing:', ':woman_standing:', ':man_standing:']",Semantic list,INTELLIGENCE
intelligent life,🧑‍🎓🤓,"[':student:', ':nerd_face:']",Metaphorical,INTELLIGENCE
intelligent life,🎓👽,"[':graduation_cap:', ':alien:']",Metaphorical,INTELLIGENCE
intelligent life,🤖🐾,"[':robot:', ':paw_prints:']",Metaphorical,INTELLIGENCE
intelligent life,🤓🐶🦊🐻🦑🌳🐳🤓,"[':nerd_face:', ':dog_face:', ':fox:', ':bear:', ':squid:', ':deciduous_tree:', ':spouting_whale:', ':nerd_face:']",Semantic list,INTELLIGENCE
intelligent life,👨‍🔬🔬🧫🦠🧠🧠,"[':man_scientist:', ':microscope:', ':petri_dish:', ':microbe:', ':brain:', ':brain:']",Semantic list,INTELLIGENCE
intelligent life,🤔🤷‍♀️,"[':thinking_face:', ':woman_shrugging:']",Metaphorical,INTELLIGENCE
intelligent solution,🧠💡,"[':brain:', ':light_bulb:']",Direct,REASONABLENESS
intelligent solution,🧠❗❗,"[':brain:', ':red_exclamation_mark:', ':red_exclamation_mark:']",Metaphorical,REASONABLENESS
intelligent solution,🤓🔍,"[':nerd_face:', ':magnifying_glass_tilted_left:']",Metaphorical,REASONABLENESS
intelligent solution,🎓🧪,"[':graduation_cap:', ':test_tube:']",Metaphorical,REASONABLENESS
intelligent solution,💡✅,"[':light_bulb:', ':check_mark_button:']",Metaphorical,REASONABLENESS
intelligent solution,🤓💡,"[':nerd_face:', ':light_bulb:']",Direct,REASONABLENESS
intelligent solution,🤔💭💡🧠,"[':thinking_face:', ':thought_balloon:', ':light_bulb:', ':brain:']",Direct,REASONABLENESS
intelligent solution,🧠💯,"[':brain:', ':hundred_points:']",Metaphorical,REASONABLENESS
constant lover,🙍‍♀️❤️🙍‍♂️♾️,"[':woman_frowning:', ':red_heart:', ':man_frowning:', ':infinity:']",Metaphorical,CONSTANCY
constant lover,🔂💑👩‍❤️‍👨👩‍❤️‍👩,"[':repeat_single_button:', ':couple_with_heart:', ':couple_with_heart_woman_man:', ':couple_with_heart_woman_woman:']",Direct,CONSTANCY
constant lover,💍👰‍♂️👰‍♀️🤵‍♂️💑,"[':ring:', ':man_with_veil:', ':woman_with_veil:', ':man_in_tuxedo:', ':couple_with_heart:']",Metaphorical,CONSTANCY
constant lover,❤️🧓👵,"[':red_heart:', ':older_person:', ':old_woman:']",Metaphorical,CONSTANCY
constant lover,🕰💤🫂,"[':mantelpiece_clock:', ':zzz:', ':people_hugging:']",Metaphorical,CONSTANCY
constant lover,💘👩‍❤️‍👨🔃,"[':heart_with_arrow:', ':couple_with_heart_woman_man:', ':clockwise_vertical_arrows:']",Direct,CONSTANCY
constant lover,👬👨‍❤️‍💋‍👨⏳⌛💞👨‍🦳👨‍🦳,"[':men_holding_hands:', ':kiss_man_man:', ':hourglass_not_done:', ':hourglass_done:', ':revolving_hearts:', ':man_white_hair:', ':man_white_hair:']",Metaphorical,CONSTANCY
constant lover,💑😁,"[':couple_with_heart:', ':beaming_face_with_smiling_eyes:']",Metaphorical,CONSTANCY
constant pain,♾️💔,"[':infinity:', ':broken_heart:']",Direct,CONTINUITY
constant pain,🔂😖,"[':repeat_single_button:', ':confounded_face:']",Direct,CONTINUITY
constant pain,🤕🧑‍⚕️,"[':face_with_head-bandage:', ':health_worker:']",Metaphorical,CONTINUITY
constant pain,😟😟😟😟😟😟,"[':worried_face:', ':worried_face:', ':worried_face:', ':worried_face:', ':worried_face:', ':worried_face:']",Reduplication,CONTINUITY
constant pain,⏳😣🤕,"[':hourglass_not_done:', ':persevering_face:', ':face_with_head-bandage:']",Metaphorical,CONTINUITY
constant pain,🔃🤕,"[':clockwise_vertical_arrows:', ':face_with_head-bandage:']",Direct,CONTINUITY
constant pain,🦴🔨🧑‍🦽⏳😭,"[':bone:', ':hammer:', ':person_in_manual_wheelchair:', ':hourglass_not_done:', ':loudly_crying_face:']",Metaphorical,CONTINUITY
constant pain,😥💉🤕,"[':sad_but_relieved_face:', ':syringe:', ':face_with_head-bandage:']",Metaphorical,CONTINUITY
internal organ,🧠👨‍⚕️🩺,"[':brain:', ':man_health_worker:', ':stethoscope:']",Metaphorical,POSITION
internal organ,🧠👀🫀,"[':brain:', ':eyes:', ':anatomical_heart:']",Semantic list,POSITION
internal organ,🫀🧠🫁,"[':anatomical_heart:', ':brain:', ':lungs:']",Semantic list,POSITION
internal organ,🫀🫁,"[':anatomical_heart:', ':lungs:']",Semantic list,POSITION
internal organ,🫁🫀,"[':lungs:', ':anatomical_heart:']",Semantic list,POSITION
internal organ,🧠🫀🫁,"[':brain:', ':anatomical_heart:', ':lungs:']",Semantic list,POSITION
internal organ,👨‍💼👈🧠🫀🫁,"[':man_office_worker:', ':backhand_index_pointing_left:', ':brain:', ':anatomical_heart:', ':lungs:']",Metaphorical,POSITION
internal organ,💉🧬,"[':syringe:', ':dna:']",Direct,POSITION
internal sense,💭💭,"[':thought_balloon:', ':thought_balloon:']",Reduplication,INWARDNESS
internal sense,🧬☮️,"[':dna:', ':peace_symbol:']",Metaphorical,INWARDNESS
internal sense,🤔🤷,"[':thinking_face:', ':person_shrugging:']",Metaphorical,INWARDNESS
internal sense,🧘‍♀️,[':woman_in_lotus_position:'],Single,INWARDNESS
internal sense,🧐🔮,"[':face_with_monocle:', ':crystal_ball:']",Metaphorical,INWARDNESS
internal sense,👉👀👈,"[':backhand_index_pointing_right:', ':eyes:', ':backhand_index_pointing_left:']",Metaphorical,INWARDNESS
internal sense,👨👈💭,"[':man:', ':backhand_index_pointing_left:', ':thought_balloon:']",Metaphorical,INWARDNESS
internal sense,🤓🧠,"[':nerd_face:', ':brain:']",Metaphorical,INWARDNESS
internal mechanism,📲🕹️👩‍💻,"[':mobile_phone_with_arrow:', ':joystick:', ':woman_technologist:']",Metaphorical,POSITION
internal mechanism,🧬⚙️,"[':dna:', ':gear:']",Metaphorical,POSITION
internal mechanism,☸️,[':wheel_of_dharma:'],Single,POSITION
internal mechanism,⚙️⚙️⚙️,"[':gear:', ':gear:', ':gear:']",Reduplication,POSITION
internal mechanism,🔃⚙️,"[':clockwise_vertical_arrows:', ':gear:']",Direct,POSITION
internal mechanism,👉⚙️⚙️👈,"[':backhand_index_pointing_right:', ':gear:', ':gear:', ':backhand_index_pointing_left:']",Metaphorical,POSITION
internal mechanism,😷🦠💊⚔️,"[':face_with_medical_mask:', ':microbe:', ':pill:', ':crossed_swords:']",Metaphorical,POSITION
internal mechanism,🦿👩‍🔧,"[':mechanical_leg:', ':woman_mechanic:']",Metaphorical,POSITION
dry paint,❌💦🎨,"[':cross_mark:', ':sweat_droplets:', ':artist_palette:']",Direct,WETNESS
dry paint,🖌️🙅💦,"[':paintbrush:', ':person_gesturing_NO:', ':sweat_droplets:']",Direct,WETNESS
dry paint,🏜️🎨,"[':desert:', ':artist_palette:']",Direct,WETNESS
dry paint,🚱🎨,"[':non-potable_water:', ':artist_palette:']",Direct,WETNESS
dry paint,🌪️🎨,"[':tornado:', ':artist_palette:']",Metaphorical,WETNESS
dry paint,🌬️💅,"[':wind_face:', ':nail_polish:']",Metaphorical,WETNESS
dry paint,☀️🎨,"[':sun:', ':artist_palette:']",Metaphorical,WETNESS
dry paint,♨️🖌️,"[':hot_springs:', ':paintbrush:']",Direct,WETNESS
dry land,🏜️,[':desert:'],Single,WETNESS
dry land,🏝️🏙️☀️,"[':desert_island:', ':cityscape:', ':sun:']",Metaphorical,WETNESS
dry land,🏜️🏝️,"[':desert:', ':desert_island:']",Semantic list,WETNESS
dry land,🥵🏜 🚫 🆒,"[':hot_face:', ':desert:', ':prohibited:', ':COOL_button:']",Metaphorical,WETNESS
dry land,🌪️ 🏝️,"[':tornado:', ':desert_island:']",Metaphorical,WETNESS
dry land,⛱️🏝️,"[':umbrella_on_ground:', ':desert_island:']",Metaphorical,WETNESS
dry land,☀️🏜,"[':sun:', ':desert:']",Metaphorical,WETNESS
dry land,♨️🌇,"[':hot_springs:', ':sunset:']",Metaphorical,WETNESS
dry critique,🏜️🤬,"[':desert:', ':face_with_symbols_on_mouth:']",Direct,EMOTIONALITY
dry critique,🙎‍♂️🗣️💬,"[':man_pouting:', ':speaking_head:', ':speech_balloon:']",Metaphorical,EMOTIONALITY
dry critique,🏜️🗣️,"[':desert:', ':speaking_head:']",Direct,EMOTIONALITY
dry critique,😩🙄✍🏻📝,"[':weary_face:', ':face_with_rolling_eyes:', ':writing_hand_light_skin_tone:', ':memo:']",Metaphorical,EMOTIONALITY
dry critique,😤😞,"[':face_with_steam_from_nose:', ':disappointed_face:']",Metaphorical,EMOTIONALITY
dry critique,👎🗣️,"[':thumbs_down:', ':speaking_head:']",Direct,EMOTIONALITY
dry critique,☀️🤬,"[':sun:', ':face_with_symbols_on_mouth:']",Direct,EMOTIONALITY
dry critique,♨️🧑‍🏫,"[':hot_springs:', ':teacher:']",Direct,EMOTIONALITY
dry greeting,🏜️🥳,"[':desert:', ':partying_face:']",Direct,EMOTIONALITY
dry greeting,👋😒😐😑,"[':waving_hand:', ':unamused_face:', ':neutral_face:', ':expressionless_face:']",Metaphorical,EMOTIONALITY
dry greeting,🏜️🙋‍♀️,"[':desert:', ':woman_raising_hand:']",Direct,EMOTIONALITY
dry greeting,😶😐😑👋,"[':face_without_mouth:', ':neutral_face:', ':expressionless_face:', ':waving_hand:']",Metaphorical,EMOTIONALITY
dry greeting,🙋😑😑😑,"[':person_raising_hand:', ':expressionless_face:', ':expressionless_face:', ':expressionless_face:']",Metaphorical,EMOTIONALITY
dry greeting,👋🙄,"[':waving_hand:', ':face_with_rolling_eyes:']",Metaphorical,EMOTIONALITY
dry greeting,☀️🙋🏻‍♀️,"[':sun:', ':woman_raising_hand_light_skin_tone:']",Direct,EMOTIONALITY
dry greeting,♨️👋,"[':hot_springs:', ':waving_hand:']",Direct,EMOTIONALITY
dry climate,🏜️,[':desert:'],Single,WETNESS
dry climate,☀️☀️☀️🥵,"[':sun:', ':sun:', ':sun:', ':hot_face:']",Metaphorical,WETNESS
dry climate,🏜️☀️,"[':desert:', ':sun:']",Metaphorical,WETNESS
dry climate,🚱🏜🌵,"[':non-potable_water:', ':desert:', ':cactus:']",Metaphorical,WETNESS
dry climate,🌵🥵🥵🥵🥵,"[':cactus:', ':hot_face:', ':hot_face:', ':hot_face:', ':hot_face:']",Metaphorical,WETNESS
dry climate,☀️🌬️,"[':sun:', ':wind_face:']",Metaphorical,WETNESS
dry climate,🌵🌡,"[':cactus:', ':thermometer:']",Metaphorical,WETNESS
dry climate,♨️🌎🌡️,"[':hot_springs:', ':globe_showing_Americas:', ':thermometer:']",Metaphorical,WETNESS
effective step,👍🪜,"[':thumbs_up:', ':ladder:']",Metaphorical,EFFECTIVENESS
effective step,👍👣➡️,"[':thumbs_up:', ':footprints:', ':right_arrow:']",Direct,EFFECTIVENESS
effective step,👏🪜,"[':clapping_hands:', ':ladder:']",Metaphorical,EFFECTIVENESS
effective step,👍👣💡💬,"[':thumbs_up:', ':footprints:', ':light_bulb:', ':speech_balloon:']",Metaphorical,EFFECTIVENESS
effective step,💯💯💯✨,"[':hundred_points:', ':hundred_points:', ':hundred_points:', ':sparkles:']",Metaphorical,EFFECTIVENESS
effective step,👍🚶,"[':thumbs_up:', ':person_walking:']",Direct,EFFECTIVENESS
effective step,💨🪜,"[':dashing_away:', ':ladder:']",Metaphorical,EFFECTIVENESS
effective step,👍👣,"[':thumbs_up:', ':footprints:']",Direct,EFFECTIVENESS
effective reprimand,👍🤬,"[':thumbs_up:', ':face_with_symbols_on_mouth:']",Direct,EFFICACY
effective reprimand,😤🗣️💬,"[':face_with_steam_from_nose:', ':speaking_head:', ':speech_balloon:']",Metaphorical,EFFICACY
effective reprimand,🗣️🧏‍♀️👍,"[':speaking_head:', ':deaf_woman:', ':thumbs_up:']",Direct,EFFICACY
effective reprimand,👍😠😡😤,"[':thumbs_up:', ':angry_face:', ':pouting_face:', ':face_with_steam_from_nose:']",Direct,EFFICACY
effective reprimand,😤😤😔😔😔😥,"[':face_with_steam_from_nose:', ':face_with_steam_from_nose:', ':pensive_face:', ':pensive_face:', ':pensive_face:', ':sad_but_relieved_face:']",Metaphorical,EFFICACY
effective reprimand,😡👍,"[':pouting_face:', ':thumbs_up:']",Direct,EFFICACY
effective reprimand,💨🤬,"[':dashing_away:', ':face_with_symbols_on_mouth:']",Metaphorical,EFFICACY
effective reprimand,👍😤,"[':thumbs_up:', ':face_with_steam_from_nose:']",Direct,EFFICACY
effective entrance,👍🚪,"[':thumbs_up:', ':door:']",Direct,EFFECTIVENESS
effective entrance,👍🚪🧑,"[':thumbs_up:', ':door:', ':person:']",Direct,EFFECTIVENESS
effective entrance,💃👏,"[':woman_dancing:', ':clapping_hands:']",Metaphorical,EFFECTIVENESS
effective entrance,👍🚪,"[':thumbs_up:', ':door:']",Direct,EFFECTIVENESS
effective entrance,🚪🥂,"[':door:', ':clinking_glasses:']",Metaphorical,EFFECTIVENESS
effective entrance,👍➡️,"[':thumbs_up:', ':right_arrow:']",Metaphorical,EFFECTIVENESS
effective entrance,💨🚪,"[':dashing_away:', ':door:']",Metaphorical,EFFECTIVENESS
effective entrance,👍🚪🔓,"[':thumbs_up:', ':door:', ':unlocked:']",Direct,EFFECTIVENESS
foreign accent,✈️🗣️,"[':airplane:', ':speaking_head:']",Direct,FOREIGNNESS
foreign accent,👽🗣️,"[':alien:', ':speaking_head:']",Direct,FOREIGNNESS
foreign accent,🇻🇪🇲🇪🇲🇲🎙🗣,"[':Venezuela:', ':Montenegro:', ':Myanmar_(Burma):', ':studio_microphone:', ':speaking_head:']",Metaphorical,FOREIGNNESS
foreign accent,🔊🤔❓❓,"[':speaker_high_volume:', ':thinking_face:', ':red_question_mark:', ':red_question_mark:']",Metaphorical,FOREIGNNESS
foreign accent,🇫🇷🇯🇵👩‍🦱,"[':France:', ':Japan:', ':woman_curly_hair:']",Metaphorical,FOREIGNNESS
foreign accent,✈️🗣️👂,"[':airplane:', ':speaking_head:', ':ear:']",Direct,FOREIGNNESS
foreign accent,🗣️🤷‍♀️,"[':speaking_head:', ':woman_shrugging:']",Metaphorical,FOREIGNNESS
foreign accent,🌏🗣,"[':globe_showing_Asia-Australia:', ':speaking_head:']",Direct,FOREIGNNESS
foreign nation,✈️🗺️,"[':airplane:', ':world_map:']",Metaphorical,FOREIGNNESS
foreign nation,👽🇺🇳,"[':alien:', ':United_Nations:']",Direct,FOREIGNNESS
foreign nation,🇻🇪🇲🇪🇲🇲🇺🇳,"[':Venezuela:', ':Montenegro:', ':Myanmar_(Burma):', ':United_Nations:']",Semantic list,FOREIGNNESS
foreign nation,❓❓🇧🇱🇲🇵🇩🇬🇹🇦,"[':red_question_mark:', ':red_question_mark:', ':St._Barthélemy:', ':Northern_Mariana_Islands:', ':Diego_Garcia:', ':Tristan_da_Cunha:']",Direct,FOREIGNNESS
foreign nation,🇦🇫🇦🇽🇦🇱,"[':Afghanistan:', ':Åland_Islands:', ':Albania:']",Semantic list,FOREIGNNESS
foreign nation,✈️🏝️,"[':airplane:', ':desert_island:']",Metaphorical,FOREIGNNESS
foreign nation,🧳🇮🇴🇧🇦🇬🇾🇬🇶🎌🇬🇪,"[':luggage:', ':British_Indian_Ocean_Territory:', ':Bosnia_&_Herzegovina:', ':Guyana:', ':Equatorial_Guinea:', ':crossed_flags:', ':Georgia:']",Semantic list,FOREIGNNESS
foreign nation,🌏🇬🇧,"[':globe_showing_Asia-Australia:', ':United_Kingdom:']",Semantic list,FOREIGNNESS
foreign city,✈️🏙️,"[':airplane:', ':cityscape:']",Metaphorical,UNFAMILIARITY
foreign city,👽🏙️,"[':alien:', ':cityscape:']",Direct,UNFAMILIARITY
foreign city,🇻🇪🇲🇪🇲🇲🌆,"[':Venezuela:', ':Montenegro:', ':Myanmar_(Burma):', ':cityscape_at_dusk:']",Semantic list,UNFAMILIARITY
foreign city,❓❓🌆,"[':red_question_mark:', ':red_question_mark:', ':cityscape_at_dusk:']",Direct,UNFAMILIARITY
foreign city,🇨🇿🇬🇪🇬🇭,"[':Czechia:', ':Georgia:', ':Ghana:']",Semantic list,UNFAMILIARITY
foreign city,✈️🏝️,"[':airplane:', ':desert_island:']",Metaphorical,UNFAMILIARITY
foreign city,🧳🇮🇴,"[':luggage:', ':British_Indian_Ocean_Territory:']",Metaphorical,UNFAMILIARITY
foreign city,🌏🏙,"[':globe_showing_Asia-Australia:', ':cityscape:']",Metaphorical,UNFAMILIARITY
exotic cuisine,👌🍽️,"[':OK_hand:', ':fork_and_knife_with_plate:']",Metaphorical,FOREIGNNESS
exotic cuisine,👽🥘,"[':alien:', ':shallow_pan_of_food:']",Direct,FOREIGNNESS
exotic cuisine,🇻🇪🇲🇪🇲🇲🌮🍱🍣,"[':Venezuela:', ':Montenegro:', ':Myanmar_(Burma):', ':taco:', ':bento_box:', ':sushi:']",Metaphorical,FOREIGNNESS
exotic cuisine,😈🥙,"[':smiling_face_with_horns:', ':stuffed_flatbread:']",Metaphorical,FOREIGNNESS
exotic cuisine,🍱🥐🍕,"[':bento_box:', ':croissant:', ':pizza:']",Semantic list,FOREIGNNESS
exotic cuisine,🤯👄🥤🍞,"[':exploding_head:', ':mouth:', ':cup_with_straw:', ':bread:']",Metaphorical,FOREIGNNESS
exotic cuisine,🤔🧑‍🍳🌮,"[':thinking_face:', ':cook:', ':taco:']",Metaphorical,FOREIGNNESS
exotic cuisine,🌏🥂,"[':globe_showing_Asia-Australia:', ':clinking_glasses:']",Direct,FOREIGNNESS
delicate china,❗🇨🇳,"[':red_exclamation_mark:', ':China:']",Direct,STRENGTH
delicate china,⚠️📦🍽️,"[':warning:', ':package:', ':fork_and_knife_with_plate:']",Metaphorical,STRENGTH
delicate china,❌💪🏻🇨🇳☕️,"[':cross_mark:', ':flexed_biceps_light_skin_tone:', ':China:', ':hot_beverage:', '']",Metaphorical,STRENGTH
delicate china,💪🇨🇳,"[':flexed_biceps:', ':China:']",Direct,STRENGTH
delicate china,🇨🇳😁👍,"[':China:', ':beaming_face_with_smiling_eyes:', ':thumbs_up:']",Direct,STRENGTH
delicate china,🫖🍽️🇨🇳,"[':teapot:', ':fork_and_knife_with_plate:', ':China:']",Semantic list,STRENGTH
delicate china,🍽️🙌,"[':fork_and_knife_with_plate:', ':raising_hands:']",Metaphorical,STRENGTH
delicate china,🤔🇨🇳,"[':thinking_face:', ':China:']",Direct,STRENGTH
delicate wing,🛑🐝,"[':stop_sign:', ':honeybee:']",Metaphorical,STRENGTH
delicate wing,⚠️📦🐣,"[':warning:', ':package:', ':hatching_chick:']",Metaphorical,STRENGTH
delicate wing,❌💪🏻🦋,"[':cross_mark:', ':flexed_biceps_light_skin_tone:', ':butterfly:']",Direct,STRENGTH
delicate wing,🐣💸,"[':hatching_chick:', ':money_with_wings:']",Metaphorical,STRENGTH
delicate wing,🌬️🪡🚣,"[':wind_face:', ':sewing_needle:', ':person_rowing_boat:']",Metaphorical,STRENGTH
delicate wing,🦅🕊️,"[':eagle:', ':dove:']",Semantic list,STRENGTH
delicate wing,🦋,[':butterfly:'],Single,STRENGTH
delicate wing,🤔🕊,"[':thinking_face:', ':dove:']",Metaphorical,STRENGTH
delicate negotiation,❕💬,"[':white_exclamation_mark:', ':speech_balloon:']",Direct,DIFFICULTY
delicate negotiation,⚠️📦🗣️💬,"[':warning:', ':package:', ':speaking_head:', ':speech_balloon:']",Direct,DIFFICULTY
delicate negotiation,🧘🕊☮️🗣,"[':person_in_lotus_position:', ':dove:', ':peace_symbol:', ':speaking_head:']",Metaphorical,DIFFICULTY
delicate negotiation,‼️🗣️,"[':double_exclamation_mark:', ':speaking_head:']",Direct,DIFFICULTY
delicate negotiation,🗣️😃,"[':speaking_head:', ':grinning_face_with_big_eyes:']",Metaphorical,DIFFICULTY
delicate negotiation,🤝🕊️☮️,"[':handshake:', ':dove:', ':peace_symbol:']",Metaphorical,DIFFICULTY
delicate negotiation,🙋🧏‍♂️🙎‍♂️🙋‍♂️🧏🙎,"[':person_raising_hand:', ':deaf_man:', ':man_pouting:', ':man_raising_hand:', ':deaf_person:', ':person_pouting:']",Metaphorical,DIFFICULTY
delicate negotiation,🤔👥,"[':thinking_face:', ':busts_in_silhouette:']",Metaphorical,DIFFICULTY
delicate flavor,💞🍜,"[':revolving_hearts:', ':steaming_bowl:']",Metaphorical,STRENGTH
delicate flavor,⚠️📦😋,"[':warning:', ':package:', ':face_savoring_food:']",Metaphorical,STRENGTH
delicate flavor,❌🌶👅,"[':cross_mark:', ':hot_pepper:', ':tongue:']",Direct,STRENGTH
