EN,EM,Description,Composition strategy,Attribute
shocking accelerant,🙍‍♀️❤️🙍‍♂️♾️,"[':woman_frowning:', ':red_heart:', ':man_frowning:', ':infinity:']",Metaphorical,Negative_Random
royal poker,🏙↕️↔️,"[':cityscape:', ':up-down_arrow:', ':left-right_arrow:']",Metaphorical,Negative_Random
steadfast knee,👨‍🦲❌👦👨,"[':man_bald:', ':cross_mark:', ':boy:', ':man:']",Metaphorical,Negative_Random
grandiose hurricane,🎓👽,"[':graduation_cap:', ':alien:']",Metaphorical,Negative_Random
better subexpression,☀️♨️🥵🌡️,"[':sun:', ':hot_springs:', ':hot_face:', ':thermometer:']",Metaphorical,Negative_Random
pointless paddle,💨💨💨😤🌋🚬😤,"[':dashing_away:', ':dashing_away:', ':dashing_away:', ':face_with_steam_from_nose:', ':volcano:', ':cigarette:', ':face_with_steam_from_nose:']",Metaphorical,Negative_Random
erect thug,🧐❓,"[':face_with_monocle:', ':red_question_mark:']",Metaphorical,Negative_Random
flat step-grandfather,👪🥰,"[':family:', ':smiling_face_with_hearts:']",Metaphorical,Negative_Random
measly setback,↘️☀️🌞🌥️🔅,"[':down-right_arrow:', ':sun:', ':sun_with_face:', ':sun_behind_large_cloud:', ':dim_button:']",Metaphorical,Negative_Random
gentle opponent,🤑💸🦹,"[':money-mouth_face:', ':money_with_wings:', ':supervillain:']",Metaphorical,Negative_Random
synonymous delight,🌎↔️🌏,"[':globe_showing_Americas:', ':left-right_arrow:', ':globe_showing_Asia-Australia:']",Metaphorical,Negative_Random
ethereal transcript,💯💯💯✨,"[':hundred_points:', ':hundred_points:', ':hundred_points:', ':sparkles:']",Metaphorical,Negative_Random
hurt atheist,😪🗺️,"[':sleepy_face:', ':world_map:']",Metaphorical,Negative_Random
holistic great-grandmother,😩🙄✍🏻📝,"[':weary_face:', ':face_with_rolling_eyes:', ':writing_hand_light_skin_tone:', ':memo:']",Metaphorical,Negative_Random
fabulous randomisation,🧠🤔😒,"[':brain:', ':thinking_face:', ':unamused_face:']",Metaphorical,Negative_Random
damaging authentication,⚫👥,"[':black_circle:', ':busts_in_silhouette:']",Metaphorical,Negative_Random
faithful parachute,♨️😮‍💨,"[':hot_springs:', ':face_exhaling:']",Metaphorical,Negative_Random
enchanting intervenor,🥰☺️🏡,"[':smiling_face_with_hearts:', ':smiling_face:', ':house_with_garden:']",Metaphorical,Negative_Random
satisfying burrito,☁️🌥️,"[':cloud:', ':sun_behind_large_cloud:']",Metaphorical,Negative_Random
sleepy silence,🧔‍♂️😲⬆️,"[':man_beard:', ':astonished_face:', ':up_arrow:']",Metaphorical,Negative_Random
discreet celeriac,💨🚬,"[':dashing_away:', ':cigarette:']",Metaphorical,Negative_Random
doubtful feather,🌑🌚,"[':new_moon:', ':new_moon_face:']",Metaphorical,Negative_Random
zippy dandelion,🙅‍♀️💔,"[':woman_gesturing_NO:', ':broken_heart:']",Metaphorical,Negative_Random
terrible pickax,💨👃😃,"[':dashing_away:', ':nose:', ':grinning_face_with_big_eyes:']",Metaphorical,Negative_Random
piquant agency,▶️🗣️,"[':play_button:', ':speaking_head:']",Metaphorical,Negative_Random
faded grief,❤️👋,"[':red_heart:', ':waving_hand:']",Metaphorical,Negative_Random
huge pledge,💨🪜,"[':dashing_away:', ':ladder:']",Metaphorical,Negative_Random
bewildered increase,‼️🦐🦑🍞🥝,"[':double_exclamation_mark:', ':shrimp:', ':squid:', ':bread:', ':kiwi_fruit:']",Metaphorical,Negative_Random
nonchalant puffin,↔️🏝️🍾💆🧖🧘,"[':left-right_arrow:', ':desert_island:', ':bottle_with_popping_cork:', ':person_getting_massage:', ':person_in_steamy_room:', ':person_in_lotus_position:']",Metaphorical,Negative_Random
hushed trend,🚢⚓👬,"[':ship:', ':anchor:', ':men_holding_hands:']",Metaphorical,Negative_Random
learned microphone,😮🫁,"[':face_with_open_mouth:', ':lungs:']",Metaphorical,Negative_Random
terrible tributary,😌✨✨,"[':relieved_face:', ':sparkles:', ':sparkles:']",Metaphorical,Negative_Random
ahead ectodermal,🥰👭,"[':smiling_face_with_hearts:', ':women_holding_hands:']",Metaphorical,Negative_Random
resonant barbeque,❌💭❓,"[':cross_mark:', ':thought_balloon:', ':red_question_mark:']",Metaphorical,Negative_Random
maddening dart,💰📈,"[':money_bag:', ':chart_increasing:']",Metaphorical,Negative_Random
panicky inversion,🙅🙅‍♂️😤🗯️,"[':person_gesturing_NO:', ':man_gesturing_NO:', ':face_with_steam_from_nose:', ':right_anger_bubble:']",Metaphorical,Negative_Random
pumped bread,😴😴💤💤,"[':sleeping_face:', ':sleeping_face:', ':zzz:', ':zzz:']",Metaphorical,Negative_Random
hospitable pavilion,🌡☀️,"[':thermometer:', ':sun:']",Metaphorical,Negative_Random
ragged pace,🪜🙏🏼,"[':ladder:', ':folded_hands_medium-light_skin_tone:']",Metaphorical,Negative_Random
faint cayenne,🗣️💢,"[':speaking_head:', ':anger_symbol:']",Metaphorical,Negative_Random
offbeat carport,🔥🤒🌡,"[':fire:', ':face_with_thermometer:', ':thermometer:']",Metaphorical,Negative_Random
alcoholic carnival,👨‍🌾🥬,"[':man_farmer:', ':leafy_green:']",Metaphorical,Negative_Random
bewildered inconvenience,⚠️📦🍽️,"[':warning:', ':package:', ':fork_and_knife_with_plate:']",Metaphorical,Negative_Random
cautious overview,🏢🧑‍🤝‍🧑🧑‍🤝‍🧑🧑‍🤝‍🧑,"[':office_building:', ':people_holding_hands:', ':people_holding_hands:', ':people_holding_hands:']",Metaphorical,Negative_Random
colorful gratitude,☀️🌡️📈,"[':sun:', ':thermometer:', ':chart_increasing:']",Metaphorical,Negative_Random
didactic blocker,🧴💪,"[':lotion_bottle:', ':flexed_biceps:']",Metaphorical,Negative_Random
daffy jumpsuit,👨‍⚕️🗣️🧠👎☹️,"[':man_health_worker:', ':speaking_head:', ':brain:', ':thumbs_down:', ':frowning_face:']",Metaphorical,Negative_Random
quixotic mountain,🔝💸,"[':TOP_arrow:', ':money_with_wings:']",Metaphorical,Negative_Random
noisy cooperation,🤴👑📉👎,"[':prince:', ':crown:', ':chart_decreasing:', ':thumbs_down:']",Metaphorical,Negative_Random
wary hole,📏🍦🍦,"[':straight_ruler:', ':soft_ice_cream:', ':soft_ice_cream:']",Metaphorical,Negative_Random
laughable antibody,🥵🤣🥵🤣,"[':hot_face:', ':rolling_on_the_floor_laughing:', ':hot_face:', ':rolling_on_the_floor_laughing:']",Metaphorical,Negative_Random
oceanic fraud,🧔‍♂️💰,"[':man_beard:', ':money_bag:']",Metaphorical,Negative_Random
animated academics,🧹🍳🪠🛒🏠,"[':broom:', ':cooking:', ':plunger:', ':shopping_cart:', ':house:']",Metaphorical,Negative_Random
relieved interchange,🛋️☕😌,"[':couch_and_lamp:', ':hot_beverage:', ':relieved_face:']",Metaphorical,Negative_Random
luxuriant total,🌡️🤒,"[':thermometer:', ':face_with_thermometer:']",Metaphorical,Negative_Random
old howitzer,👩‍👩‍👧‍👧👨‍👨‍👧‍👧👨‍👩‍👧‍👧🍽️💯,"[':family_woman_woman_girl_girl:', ':family_man_man_girl_girl:', ':family_man_woman_girl_girl:', ':fork_and_knife_with_plate:', ':hundred_points:']",Metaphorical,Negative_Random
burly recipe,💅👱‍♀️,"[':nail_polish:', ':woman_blond_hair:']",Metaphorical,Negative_Random
rough reconsideration,😒💰,"[':unamused_face:', ':money_bag:']",Metaphorical,Negative_Random
ahead inspector,👐📈,"[':open_hands:', ':chart_increasing:']",Metaphorical,Negative_Random
straight coleslaw,✨💨😍,"[':sparkles:', ':dashing_away:', ':smiling_face_with_heart-eyes:']",Metaphorical,Negative_Random
sleepy republic,👥📚📖👥,"[':busts_in_silhouette:', ':books:', ':open_book:', ':busts_in_silhouette:']",Metaphorical,Negative_Random
daily estate,🏝️🏙️☀️,"[':desert_island:', ':cityscape:', ':sun:']",Metaphorical,Negative_Random
cynical battery,🏜️☀️,"[':desert:', ':sun:']",Metaphorical,Negative_Random
yummy stimulus,📓📔💬💭,"[':notebook:', ':notebook_with_decorative_cover:', ':speech_balloon:', ':thought_balloon:']",Metaphorical,Negative_Random
unable roster,🌪️ 🏝️,"[':tornado:', ':desert_island:']",Metaphorical,Negative_Random
round door,💧💧🔬✨❌🦠,"[':droplet:', ':droplet:', ':microscope:', ':sparkles:', ':cross_mark:', ':microbe:']",Metaphorical,Negative_Random
lonely collision,✨🥬,"[':sparkles:', ':leafy_green:']",Metaphorical,Negative_Random
brawny rule,😤😞,"[':face_with_steam_from_nose:', ':disappointed_face:']",Metaphorical,Negative_Random
weak autumn,🔦🚫🚫,"[':flashlight:', ':prohibited:', ':prohibited:']",Metaphorical,Negative_Random
assorted wet-bar,👄🤯,"[':mouth:', ':exploding_head:']",Metaphorical,Negative_Random
fearless best-seller,🤲✍️,"[':palms_up_together:', ':writing_hand:']",Metaphorical,Negative_Random
aromatic electrocardiogram,☺️🌈,"[':smiling_face:', ':rainbow:']",Metaphorical,Negative_Random
stormy rise,🤬😡,"[':face_with_symbols_on_mouth:', ':pouting_face:']",Metaphorical,Negative_Random
diligent affiliate,🏃‍♂️📞💭,"[':man_running:', ':telephone_receiver:', ':thought_balloon:']",Metaphorical,Negative_Random
devilish actor,🗣️↔️🗣️,"[':speaking_head:', ':left-right_arrow:', ':speaking_head:']",Metaphorical,Negative_Random
abaft nucleotidase,💧⚪️,"[':droplet:', ':white_circle:', '']",Metaphorical,Negative_Random
lamentable quart,🦠💼,"[':microbe:', ':briefcase:']",Metaphorical,Negative_Random
grandiose clavier,🌡️🌏,"[':thermometer:', ':globe_showing_Asia-Australia:']",Metaphorical,Negative_Random
aloof catsup,☀️⛰️💨🍃🍃,"[':sun:', ':mountain:', ':dashing_away:', ':leaf_fluttering_in_wind:', ':leaf_fluttering_in_wind:']",Metaphorical,Negative_Random
secretive fall,👦👈👶,"[':boy:', ':backhand_index_pointing_left:', ':baby:']",Metaphorical,Negative_Random
humorous automation,😍🧴,"[':smiling_face_with_heart-eyes:', ':lotion_bottle:']",Metaphorical,Negative_Random
neighborly wall,🦴🔨🧑‍🦽⏳😭,"[':bone:', ':hammer:', ':person_in_manual_wheelchair:', ':hourglass_not_done:', ':loudly_crying_face:']",Metaphorical,Negative_Random
hurried lesbian,🥲✈️,"[':smiling_face_with_tear:', ':airplane:']",Metaphorical,Negative_Random
symptomatic disposer,😷⚠️☠️,"[':face_with_medical_mask:', ':warning:', ':skull_and_crossbones:']",Metaphorical,Negative_Random
giddy chicken,😈❓🤷‍♀️,"[':smiling_face_with_horns:', ':red_question_mark:', ':woman_shrugging:']",Metaphorical,Negative_Random
legal dogwood,✨🏞️,"[':sparkles:', ':national_park:']",Metaphorical,Negative_Random
knotty portion,👩‍🌾🥬,"[':woman_farmer:', ':leafy_green:']",Metaphorical,Negative_Random
penitent intercourse,🚫🔜📏,"[':prohibited:', ':SOON_arrow:', ':straight_ruler:']",Metaphorical,Negative_Random
inexpensive broom,🥵♨️☀️🛏️,"[':hot_face:', ':hot_springs:', ':sun:', ':bed:']",Metaphorical,Negative_Random
naughty reader,🛑🐝,"[':stop_sign:', ':honeybee:']",Metaphorical,Negative_Random
ordinary essential,😋👍,"[':face_savoring_food:', ':thumbs_up:']",Metaphorical,Negative_Random
damaged driver,🌫️🌁✖️💯,"[':fog:', ':foggy:', ':multiply:', ':hundred_points:']",Metaphorical,Negative_Random
scarce croup,💨💨✨,"[':dashing_away:', ':dashing_away:', ':sparkles:']",Metaphorical,Negative_Random
crooked campaign,🤕✂️,"[':face_with_head-bandage:', ':scissors:']",Metaphorical,Negative_Random
vulgar tsunami,👩‍🏫💯🗣️,"[':woman_teacher:', ':hundred_points:', ':speaking_head:']",Metaphorical,Negative_Random
verdant thickness,🙂☺️👋,"[':slightly_smiling_face:', ':smiling_face:', ':waving_hand:']",Metaphorical,Negative_Random
macho capitulation,🥘🌯🌯🤑🤑💸💸,"[':shallow_pan_of_food:', ':burrito:', ':burrito:', ':money-mouth_face:', ':money-mouth_face:', ':money_with_wings:', ':money_with_wings:']",Metaphorical,Negative_Random
parsimonious mop,🔝🤞🙏🌠💫🍀🤗,"[':TOP_arrow:', ':crossed_fingers:', ':folded_hands:', ':shooting_star:', ':dizzy:', ':four_leaf_clover:', ':smiling_face_with_open_hands:']",Metaphorical,Negative_Random
oafish subgroup,😵😵😵,"[':face_with_crossed-out_eyes:', ':face_with_crossed-out_eyes:', ':face_with_crossed-out_eyes:']",Metaphorical,Negative_Random
wooden evil,🚽👷🛠️,"[':toilet:', ':construction_worker:', ':hammer_and_wrench:']",Metaphorical,Negative_Random
laughable chairlift,🥈😔,"[':2nd_place_medal:', ':pensive_face:']",Metaphorical,Negative_Random
lonely explosion,⌛❌🧺,"[':hourglass_done:', ':cross_mark:', ':basket:']",Metaphorical,Negative_Random
reminiscent glutamate,🌡️🤒👆,"[':thermometer:', ':face_with_thermometer:', ':backhand_index_pointing_up:']",Metaphorical,Negative_Random
curious toothpaste,😲😲🆗,"[':astonished_face:', ':astonished_face:', ':OK_button:']",Metaphorical,Negative_Random
imaginary leveret,❌💡🧍,"[':cross_mark:', ':light_bulb:', ':person_standing:']",Metaphorical,Negative_Random
optimal saviour,⌛⚰️,"[':hourglass_done:', ':coffin:']",Metaphorical,Negative_Random
quizzical polarization,😶😐😑👋,"[':face_without_mouth:', ':neutral_face:', ':expressionless_face:', ':waving_hand:']",Metaphorical,Negative_Random
terrible leprosy,🤔🕊,"[':thinking_face:', ':dove:']",Metaphorical,Negative_Random
colossal jaguar,👨👈💭,"[':man:', ':backhand_index_pointing_left:', ':thought_balloon:']",Metaphorical,Negative_Random
yummy ascent,🥰🛋️,"[':smiling_face_with_hearts:', ':couch_and_lamp:']",Metaphorical,Negative_Random
childlike pacemaker,🦿👩‍🔧,"[':mechanical_leg:', ':woman_mechanic:']",Metaphorical,Negative_Random
questionable load,🌡️😯,"[':thermometer:', ':hushed_face:']",Metaphorical,Negative_Random
aloof vision,🚔📃,"[':oncoming_police_car:', ':page_with_curl:']",Metaphorical,Negative_Random
cultured yoke,🛏🥰,"[':bed:', ':smiling_face_with_hearts:']",Metaphorical,Negative_Random
abstracted notation,🚱🏜🌵,"[':non-potable_water:', ':desert:', ':cactus:']",Metaphorical,Negative_Random
gentle variability,🤒🥵🔥☀️,"[':face_with_thermometer:', ':hot_face:', ':fire:', ':sun:']",Metaphorical,Negative_Random
exultant calorie,💨🤬,"[':dashing_away:', ':face_with_symbols_on_mouth:']",Metaphorical,Negative_Random
quick thigh,1️⃣🪆🎎,"[':keycap_1:', ':nesting_dolls:', ':Japanese_dolls:']",Metaphorical,Negative_Random
gaping transmission,😤🧹🧽🗑️,"[':face_with_steam_from_nose:', ':broom:', ':sponge:', ':wastebasket:']",Metaphorical,Negative_Random
greasy envy,💨💨🔁💬,"[':dashing_away:', ':dashing_away:', ':repeat_button:', ':speech_balloon:']",Metaphorical,Negative_Random
glossy dot,↘️↙️,"[':down-right_arrow:', ':down-left_arrow:']",Metaphorical,Negative_Random
ancient sphynx,😊👋,"[':smiling_face_with_smiling_eyes:', ':waving_hand:']",Metaphorical,Negative_Random
flagrant afterlife,✂️🩸,"[':scissors:', ':drop_of_blood:']",Metaphorical,Negative_Random
subdued med,🪰🏠,"[':fly:', ':house:']",Metaphorical,Negative_Random
nutty authentication,🧘🕊☮️🗣,"[':person_in_lotus_position:', ':dove:', ':peace_symbol:', ':speaking_head:']",Metaphorical,Negative_Random
wretched lag,🚪🥂,"[':door:', ':clinking_glasses:']",Metaphorical,Negative_Random
faded finger,🧼🦠🏚️,"[':soap:', ':microbe:', ':derelict_house:']",Metaphorical,Negative_Random
repulsive church,🧑‍🏫🗣️,"[':teacher:', ':speaking_head:']",Metaphorical,Negative_Random
faithful supper,♨️🧑‍🤝‍🧑🧑‍🤝‍🧑🧑‍🤝‍🧑,"[':hot_springs:', ':people_holding_hands:', ':people_holding_hands:', ':people_holding_hands:']",Metaphorical,Negative_Random
imaginary staff,📏🥣,"[':straight_ruler:', ':bowl_with_spoon:']",Metaphorical,Negative_Random
painful checkout,👍🧏‍♀️,"[':thumbs_up:', ':deaf_woman:']",Metaphorical,Negative_Random
moaning baboon,🧗‍♂️🗺,"[':man_climbing:', ':world_map:']",Metaphorical,Negative_Random
inconclusive dealer,🥵🏜 🚫 🆒,"[':hot_face:', ':desert:', ':prohibited:', ':COOL_button:']",Metaphorical,Negative_Random
aberrant root,🗣️👆,"[':speaking_head:', ':backhand_index_pointing_up:']",Direct,Negative_Random
periodic amenity,↘️💲💸,"[':down-right_arrow:', ':heavy_dollar_sign:', ':money_with_wings:']",Direct,Negative_Random
beautiful citizen,🤏🦱,"[':pinching_hand:', ':curly_hair:']",Direct,Negative_Random
mammoth thunderbolt,🏋️‍♂️🌫️,"[':man_lifting_weights:', ':fog:']",Direct,Negative_Random
jobless warm-up,😑🥱🌫️,"[':expressionless_face:', ':yawning_face:', ':fog:']",Direct,Negative_Random
screeching honor,❗📤,"[':red_exclamation_mark:', ':outbox_tray:']",Direct,Negative_Random
mammoth tempo,⬇️☁️,"[':down_arrow:', ':cloud:']",Direct,Negative_Random
threatening acrylic,⏳✈️,"[':hourglass_not_done:', ':airplane:']",Direct,Negative_Random
short tempo,🔎💦,"[':magnifying_glass_tilted_right:', ':sweat_droplets:']",Direct,Negative_Random
super yoga,👍✍️📑,"[':thumbs_up:', ':writing_hand:', ':bookmark_tabs:']",Direct,Negative_Random
meek self-esteem,➡️🖐,"[':right_arrow:', ':hand_with_fingers_splayed:']",Direct,Negative_Random
squalid physics,▪️💍,"[':black_small_square:', ':ring:']",Direct,Negative_Random
garrulous box,🙆🏻‍♀️🩳,"[':woman_gesturing_OK_light_skin_tone:', ':shorts:']",Direct,Negative_Random
feigned musician,👍🗣️,"[':thumbs_up:', ':speaking_head:']",Direct,Negative_Random
yellow dill,💩⛑️💼,"[':pile_of_poo:', ':rescue_worker’s_helmet:', ':briefcase:']",Direct,Negative_Random
puzzled track,🤏👶👦,"[':pinching_hand:', ':baby:', ':boy:']",Direct,Negative_Random
jobless plan,🔥😡,"[':fire:', ':pouting_face:']",Direct,Negative_Random
uneven implement,🏋🎒,"[':person_lifting_weights:', ':backpack:']",Direct,Negative_Random
secretive hourglass,🔻🪑🛋️,"[':red_triangle_pointed_down:', ':chair:', ':couch_and_lamp:']",Direct,Negative_Random
motionless dagger,🕺🤔,"[':man_dancing:', ':thinking_face:']",Direct,Negative_Random
flippant row,❌️👀🧠,"[':cross_mark:', '', ':eyes:', ':brain:']",Direct,Negative_Random
grubby sock,🏠🐕,"[':house:', ':dog:']",Direct,Negative_Random
slimy transfer,✔️💼,"[':check_mark:', ':briefcase:']",Direct,Negative_Random
snotty pumpernickel,↘️🏔️,"[':down-right_arrow:', ':snow-capped_mountain:']",Direct,Negative_Random
impartial achievement,✨🏠,"[':sparkles:', ':house:']",Direct,Negative_Random
rhetorical stealth,👍🤬,"[':thumbs_up:', ':face_with_symbols_on_mouth:']",Direct,Negative_Random
bizarre suite,🏋️‍♂️📦,"[':man_lifting_weights:', ':package:']",Direct,Negative_Random
faulty lever,⬇️🔅,"[':down_arrow:', ':dim_button:']",Direct,Negative_Random
accessible dungeon,🧍‍♂️🤢,"[':man_standing:', ':nauseated_face:']",Direct,Negative_Random
temporary auction,👎🥊,"[':thumbs_down:', ':boxing_glove:']",Direct,Negative_Random
breakable hubris,↘️ 🗻,"[':down-right_arrow:', ':mount_fuji:']",Direct,Negative_Random
obedient atmosphere,🫂🤗,"[':people_hugging:', ':smiling_face_with_open_hands:']",Direct,Negative_Random
tart crisp,❌🤔,"[':cross_mark:', ':thinking_face:']",Direct,Negative_Random
torpid guidance,⬇️🔝,"[':down_arrow:', ':TOP_arrow:']",Direct,Negative_Random
demonic incarnation,🤒🚨,"[':face_with_thermometer:', ':police_car_light:']",Direct,Negative_Random
attractive soliloquy,🕶️🌊,"[':sunglasses:', ':water_wave:']",Direct,Negative_Random
cruel storey,🤮🛠,"[':face_vomiting:', ':hammer_and_wrench:']",Direct,Negative_Random
permissible tote,👎📝,"[':thumbs_down:', ':memo:']",Direct,Negative_Random
condemned soccer,🌑🌊💦,"[':new_moon:', ':water_wave:', ':sweat_droplets:']",Direct,Negative_Random
billowy bronchitis,🤏📏➖,"[':pinching_hand:', ':straight_ruler:', ':minus:']",Direct,Negative_Random
overrated audience,🌑🍷,"[':new_moon:', ':wine_glass:']",Direct,Negative_Random
dispensable collector,👂📋,"[':ear:', ':clipboard:']",Direct,Negative_Random
enthusiastic font,🔥🎁🎁,"[':fire:', ':wrapped_gift:', ':wrapped_gift:']",Direct,Negative_Random
slow rate,🩳🏖,"[':shorts:', ':beach_with_umbrella:']",Direct,Negative_Random
abaft loaf,❌️🛣,"[':cross_mark:', '', ':motorway:']",Direct,Negative_Random
poor checkout,🏢👆,"[':office_building:', ':backhand_index_pointing_up:']",Direct,Negative_Random
rightful analogue,♨️🤗🤝,"[':hot_springs:', ':smiling_face_with_open_hands:', ':handshake:']",Direct,Negative_Random
voracious binoculars,🆒🏨🛎️☎️,"[':COOL_button:', ':hotel:', ':bellhop_bell:', ':telephone:']",Direct,Negative_Random
boorish yesterday,♨️🪔,"[':hot_springs:', ':diya_lamp:']",Direct,Negative_Random
goofy self-esteem,❗⚖️🐘,"[':red_exclamation_mark:', ':balance_scale:', ':elephant:']",Direct,Negative_Random
petite mob,♨️💦,"[':hot_springs:', ':sweat_droplets:']",Direct,Negative_Random
curious pimple,🌡🫂,"[':thermometer:', ':people_hugging:']",Direct,Negative_Random
woozy trail,☠️🤧,"[':skull_and_crossbones:', ':sneezing_face:']",Direct,Negative_Random
few hundred,⬇️🏔️,"[':down_arrow:', ':snow-capped_mountain:']",Direct,Negative_Random
threatening take-out,🗣️🗑️,"[':speaking_head:', ':wastebasket:']",Direct,Negative_Random
nifty fact,➡️👨👌,"[':right_arrow:', ':man:', ':OK_hand:']",Direct,Negative_Random
proud membrane,🔎👉,"[':magnifying_glass_tilted_right:', ':backhand_index_pointing_right:']",Direct,Negative_Random
cloistered glove,⚫🥛,"[':black_circle:', ':glass_of_milk:']",Direct,Negative_Random
fantastic trait,🏠🥰,"[':house:', ':smiling_face_with_hearts:']",Direct,Negative_Random
graceful randomisation,✨☀️,"[':sparkles:', ':sun:']",Direct,Negative_Random
clear ambition,🎮🏁,"[':video_game:', ':chequered_flag:']",Direct,Negative_Random
frantic liability,🤮🍽,"[':face_vomiting:', ':fork_and_knife_with_plate:']",Direct,Negative_Random
placid vegetation,❌💪🏻🦋,"[':cross_mark:', ':flexed_biceps_light_skin_tone:', ':butterfly:']",Direct,Negative_Random
grubby anybody,❓❓🇧🇱🇲🇵🇩🇬🇹🇦,"[':red_question_mark:', ':red_question_mark:', ':St._Barthélemy:', ':Northern_Mariana_Islands:', ':Diego_Garcia:', ':Tristan_da_Cunha:']",Direct,Negative_Random
daffy underpass,⛽️🏫,"[':fuel_pump:', '', ':school:']",Direct,Negative_Random
tasteless customer,🤲🧠,"[':palms_up_together:', ':brain:']",Direct,Negative_Random
cloistered flag,👎😤,"[':thumbs_down:', ':face_with_steam_from_nose:']",Direct,Negative_Random
heady hearing,🔆🚹🚺,"[':bright_button:', ':men’s_room:', ':women’s_room:']",Direct,Negative_Random
hurried tax,☀️🙋🏻‍♀️,"[':sun:', ':woman_raising_hand_light_skin_tone:']",Direct,Negative_Random
hypnotic hardboard,🥵🤝👋,"[':hot_face:', ':handshake:', ':waving_hand:']",Direct,Negative_Random
noiseless message,🙅‍♂️🛣️,"[':man_gesturing_NO:', ':motorway:']",Direct,Negative_Random
tangy mankind,⬆️👩‍🦲,"[':up_arrow:', ':woman_bald:']",Direct,Negative_Random
irate paranoia,💯❗,"[':hundred_points:', ':red_exclamation_mark:']",Direct,Negative_Random
red booster,❌💊🤒,"[':cross_mark:', ':pill:', ':face_with_thermometer:']",Direct,Negative_Random
fuzzy happiness,↘️💺🛏️,"[':down-right_arrow:', ':seat:', ':bed:']",Direct,Negative_Random
brainy harbour,❌🛣️,"[':cross_mark:', ':motorway:']",Direct,Negative_Random
gullible boogeyman,🕳️😮‍💨,"[':hole:', ':face_exhaling:']",Direct,Negative_Random
hospitable mathematics,⚫📆,"[':black_circle:', ':tear-off_calendar:']",Direct,Negative_Random
towering stack,👎💰,"[':thumbs_down:', ':money_bag:']",Direct,Negative_Random
sticky deposit,🌡️❗,"[':thermometer:', ':red_exclamation_mark:']",Direct,Negative_Random
flaky proprietor,🤲🪰,"[':palms_up_together:', ':fly:']",Direct,Negative_Random
abortive pier,👗✨,"[':dress:', ':sparkles:']",Direct,Negative_Random
graceful cranky,🏡🫂😊🏡,"[':house_with_garden:', ':people_hugging:', ':smiling_face_with_smiling_eyes:', ':house_with_garden:']",Direct,Negative_Random
tacit deduction,🆒🧑‍🤝‍🧑,"[':COOL_button:', ':people_holding_hands:']",Direct,Negative_Random
aboriginal bag,☀️🔮,"[':sun:', ':crystal_ball:']",Direct,Negative_Random
ad hoc kiss,🌡🚺🚹,"[':thermometer:', ':women’s_room:', ':men’s_room:']",Direct,Negative_Random
foamy suggestion,👎🗣️,"[':thumbs_down:', ':speaking_head:']",Direct,Negative_Random
laughable sake,❌💊,"[':cross_mark:', ':pill:']",Direct,Negative_Random
fanatical someone,🤔💭💡🧠,"[':thinking_face:', ':thought_balloon:', ':light_bulb:', ':brain:']",Direct,Negative_Random
smelly estuary,🔥🧸,"[':fire:', ':teddy_bear:']",Direct,Negative_Random
abstracted cluster,🕳️🛌,"[':hole:', ':person_in_bed:']",Direct,Negative_Random
giant honesty,♨️🔥,"[':hot_springs:', ':fire:']",Direct,Negative_Random
distinct icon,🧊🏤,"[':ice:', ':post_office:']",Direct,Negative_Random
vivacious investigation,🔊🗣️,"[':speaker_high_volume:', ':speaking_head:']",Direct,Negative_Random
grumpy extremist,✔️💡👩👍,"[':check_mark:', ':light_bulb:', ':woman:', ':thumbs_up:']",Direct,Negative_Random
strong hospitalization,↘️☁️,"[':down-right_arrow:', ':cloud:']",Direct,Negative_Random
curious gliding,👨‍🎓❓️,"[':man_student:', ':red_question_mark:', '']",Direct,Negative_Random
wry manipulation,🏞👀✅️,"[':national_park:', ':eyes:', ':check_mark_button:', '']",Direct,Negative_Random
sloppy tunic,👉🛣,"[':backhand_index_pointing_right:', ':motorway:']",Direct,Negative_Random
witty reasoning,⌛📖,"[':hourglass_done:', ':open_book:']",Direct,Negative_Random
encouraging overcharge,🕶️🏠,"[':sunglasses:', ':house:']",Direct,Negative_Random
half card,🙅‍♂️📄,"[':man_gesturing_NO:', ':page_facing_up:']",Direct,Negative_Random
vulgar parenting,🐘💵💸,"[':elephant:', ':dollar_banknote:', ':money_with_wings:']",Direct,Negative_Random
fertile description,🌊👆,"[':water_wave:', ':backhand_index_pointing_up:']",Direct,Negative_Random
obedient input,🤏✈️,"[':pinching_hand:', ':airplane:']",Direct,Negative_Random
optimal baggage,🔥🗣️,"[':fire:', ':speaking_head:']",Direct,Negative_Random
encouraging winery,❌🧑‍🏫,"[':cross_mark:', ':teacher:']",Direct,Negative_Random
magical dryer,😡👍,"[':pouting_face:', ':thumbs_up:']",Direct,Negative_Random
placid keystone,❌ℹ️,"[':cross_mark:', ':information:']",Direct,Negative_Random
vivacious common,🔜📅,"[':SOON_arrow:', ':calendar:']",Direct,Negative_Random
capricious subsection,👎💆,"[':thumbs_down:', ':person_getting_massage:']",Direct,Negative_Random
overconfident transformation,🏠🧹,"[':house:', ':broom:']",Direct,Negative_Random
x-rated warren,🚫🔜🇺🇸🇨🇵🇨🇮🇦🇨🇦🇽,"[':prohibited:', ':SOON_arrow:', ':United_States:', ':Clipperton_Island:', ':Côte_d’Ivoire:', ':Ascension_Island:', ':Åland_Islands:']",Direct,Negative_Random
